Asset_ID,Incident_Date,Gap_Days
100080,2024-03-11,1.0
100080,2024-03-12,1.0
100080,2024-03-13,1.0
100080,2024-03-14,1.0
100080,2024-03-15,1.0
100080,2024-03-16,1.0
100080,2024-03-17,1.0
100080,2024-03-18,1.0
100080,2024-03-19,1.0
100080,2024-03-20,1.0
100080,2024-03-21,1.0
100080,2024-03-22,1.0
100080,2024-03-23,1.0
100080,2024-03-24,1.0
100080,2024-03-25,1.0
100080,2024-03-26,1.0
100080,2024-03-27,1.0
100080,2024-03-28,1.0
100080,2024-03-29,1.0
100080,2024-03-30,1.0
100080,2024-03-31,1.0
100080,2024-04-01,1.0
100080,2024-04-02,1.0
100080,2024-04-03,1.0
100080,2024-04-04,1.0
100080,2024-04-05,1.0
100080,2024-04-06,1.0
100080,2024-04-07,1.0
100080,2024-04-08,1.0
100080,2024-04-09,1.0
100081,2024-03-19,1.0
100081,2024-03-20,1.0
100081,2024-03-21,1.0
100081,2024-03-22,1.0
100081,2024-03-23,1.0
100081,2024-03-24,1.0
100081,2024-03-25,1.0
100081,2024-03-26,1.0
100081,2024-03-27,1.0
100081,2024-03-28,1.0
100081,2024-03-29,1.0
100081,2024-03-30,1.0
100081,2024-03-31,1.0
100081,2024-04-01,1.0
100081,2024-04-02,1.0
100081,2024-04-03,1.0
100081,2024-04-04,1.0
100081,2024-04-05,1.0
100081,2024-04-06,1.0
100081,2024-04-07,1.0
100081,2024-04-08,1.0
100081,2024-04-09,1.0
100081,2024-04-10,1.0
100081,2024-04-11,1.0
100081,2024-04-12,1.0
100081,2024-04-13,1.0
100081,2024-04-14,1.0
100081,2024-04-15,1.0
100081,2024-04-16,1.0
100081,2024-04-17,1.0
300006,2024-03-12,1.0
300006,2024-03-13,1.0
300006,2024-03-14,1.0
300006,2024-03-15,1.0
300006,2024-03-16,1.0
300006,2024-03-17,1.0
300006,2024-03-18,1.0
300006,2024-03-19,1.0
300006,2024-03-20,1.0
300006,2024-03-21,1.0
300006,2024-03-22,1.0
300006,2024-03-23,1.0
300006,2024-03-24,1.0
300006,2024-03-25,1.0
300006,2024-03-26,1.0
300006,2024-03-27,1.0
300006,2024-03-28,1.0
300006,2024-03-29,1.0
300006,2024-03-30,1.0
300006,2024-03-31,1.0
300006,2024-04-01,1.0
300006,2024-04-02,1.0
300006,2024-04-03,1.0
300006,2024-04-04,1.0
300006,2024-04-05,1.0
300006,2024-04-06,1.0
300006,2024-04-07,1.0
300006,2024-04-08,1.0
300006,2024-04-09,1.0
300006,2024-04-10,1.0
300007,2024-03-07,0.0
300007,2024-03-08,1.0
300007,2024-03-09,1.0
300007,2024-03-10,1.0
300007,2024-03-11,1.0
300007,2024-03-12,1.0
300007,2024-03-13,1.0
300007,2024-03-14,1.0
300007,2024-03-15,1.0
300007,2024-03-16,1.0
300007,2024-03-17,1.0
300007,2024-03-18,1.0
300007,2024-03-19,1.0
300007,2024-03-20,1.0
300007,2024-03-21,1.0
300007,2024-03-22,1.0
300007,2024-03-23,1.0
300007,2024-03-24,1.0
300007,2024-03-25,1.0
300007,2024-03-26,1.0
300007,2024-03-27,1.0
300007,2024-03-28,1.0
300007,2024-03-29,1.0
300007,2024-03-30,1.0
300007,2024-03-31,1.0
300007,2024-04-01,1.0
300007,2024-04-02,1.0
300007,2024-04-03,1.0
300007,2024-04-04,1.0
300007,2024-04-05,1.0
300008,2024-03-13,1.0
300008,2024-03-14,1.0
300008,2024-03-15,1.0
300008,2024-03-16,1.0
300008,2024-03-17,1.0
300008,2024-03-18,1.0
300008,2024-03-19,1.0
300008,2024-03-20,1.0
300008,2024-03-21,1.0
300008,2024-03-22,1.0
300008,2024-03-23,1.0
300008,2024-03-24,1.0
300008,2024-03-25,1.0
300008,2024-03-26,1.0
300008,2024-03-27,1.0
300008,2024-03-28,1.0
300008,2024-03-29,1.0
300008,2024-03-30,1.0
300008,2024-03-31,1.0
300008,2024-04-01,1.0
300008,2024-04-02,1.0
300008,2024-04-03,1.0
300008,2024-04-04,1.0
300008,2024-04-05,1.0
300008,2024-04-06,1.0
300008,2024-04-07,1.0
300008,2024-04-08,1.0
300008,2024-04-09,1.0
300008,2024-04-10,1.0
300008,2024-04-11,1.0
300009,2024-03-17,1.0
300009,2024-03-18,1.0
300009,2024-03-19,1.0
300009,2024-03-20,1.0
300009,2024-03-21,1.0
300009,2024-03-22,1.0
300009,2024-03-23,1.0
300009,2024-03-24,1.0
300009,2024-03-25,1.0
300009,2024-03-26,1.0
300009,2024-03-27,1.0
300009,2024-03-28,1.0
300009,2024-03-29,1.0
300009,2024-03-30,1.0
300009,2024-03-31,1.0
300009,2024-04-01,1.0
300009,2024-04-02,1.0
300009,2024-04-03,1.0
300009,2024-04-04,1.0
300009,2024-04-05,1.0
300009,2024-04-06,1.0
300009,2024-04-07,1.0
300009,2024-04-08,1.0
300009,2024-04-09,1.0
300009,2024-04-10,1.0
300009,2024-04-11,1.0
300009,2024-04-12,1.0
300009,2024-04-13,1.0
300009,2024-04-14,1.0
300009,2024-04-15,1.0
300010,2024-03-05,1.0
300010,2024-03-06,1.0
300010,2024-03-07,1.0
300010,2024-03-08,1.0
300010,2024-03-09,1.0
300010,2024-03-10,1.0
300010,2024-03-11,1.0
300010,2024-03-12,1.0
300010,2024-03-13,1.0
300010,2024-03-14,1.0
300010,2024-03-15,1.0
300010,2024-03-16,1.0
300010,2024-03-17,1.0
300010,2024-03-18,1.0
300010,2024-03-19,1.0
300010,2024-03-20,1.0
300010,2024-03-21,1.0
300010,2024-03-22,1.0
300010,2024-03-23,1.0
300010,2024-03-24,1.0
300010,2024-03-25,1.0
300010,2024-03-26,1.0
300010,2024-03-27,1.0
300010,2024-03-28,1.0
300010,2024-03-29,1.0
300010,2024-03-30,1.0
300010,2024-03-31,1.0
300010,2024-04-01,1.0
300010,2024-04-02,1.0
300010,2024-04-03,1.0
300011,2024-03-06,1.0
300011,2024-03-07,1.0
300011,2024-03-08,1.0
300011,2024-03-09,1.0
300011,2024-03-10,1.0
300011,2024-03-11,1.0
300011,2024-03-12,1.0
300011,2024-03-13,1.0
300011,2024-03-14,1.0
300011,2024-03-15,1.0
300011,2024-03-16,1.0
300011,2024-03-17,1.0
300011,2024-03-18,1.0
300011,2024-03-19,1.0
300011,2024-03-20,1.0
300011,2024-03-21,1.0
300011,2024-03-22,1.0
300011,2024-03-23,1.0
300011,2024-03-24,1.0
300011,2024-03-25,1.0
300011,2024-03-26,1.0
300011,2024-03-27,1.0
300011,2024-03-28,1.0
300011,2024-03-29,1.0
300011,2024-03-30,1.0
300011,2024-03-31,1.0
300011,2024-04-01,1.0
300011,2024-04-02,1.0
300011,2024-04-03,1.0
300011,2024-04-04,1.0
300012,2024-03-19,1.0
300012,2024-03-20,1.0
300012,2024-03-21,1.0
300012,2024-03-22,1.0
300012,2024-03-23,1.0
300012,2024-03-24,1.0
300012,2024-03-25,1.0
300012,2024-03-26,1.0
300012,2024-03-27,1.0
300012,2024-03-28,1.0
300012,2024-03-29,1.0
300012,2024-03-30,1.0
300012,2024-03-31,1.0
300012,2024-04-01,1.0
300012,2024-04-02,1.0
300012,2024-04-03,1.0
300012,2024-04-04,1.0
300012,2024-04-05,1.0
300012,2024-04-06,1.0
300012,2024-04-07,1.0
300012,2024-04-08,1.0
300012,2024-04-09,1.0
300012,2024-04-10,1.0
300012,2024-04-11,1.0
300012,2024-04-12,1.0
300012,2024-04-13,1.0
300012,2024-04-14,1.0
300012,2024-04-15,1.0
300012,2024-04-16,1.0
300012,2024-04-17,1.0
300013,2024-03-14,1.0
300013,2024-03-15,1.0
300013,2024-03-16,1.0
300013,2024-03-17,1.0
300013,2024-03-18,1.0
300013,2024-03-19,1.0
300013,2024-03-20,1.0
300013,2024-03-21,1.0
300013,2024-03-22,1.0
300013,2024-03-23,1.0
300013,2024-03-24,1.0
300013,2024-03-25,1.0
300013,2024-03-26,1.0
300013,2024-03-27,1.0
300013,2024-03-28,1.0
300013,2024-03-29,1.0
300013,2024-03-30,1.0
300013,2024-03-31,1.0
300013,2024-04-01,1.0
300013,2024-04-02,1.0
300013,2024-04-03,1.0
300013,2024-04-04,1.0
300013,2024-04-05,1.0
300013,2024-04-06,1.0
300013,2024-04-07,1.0
300013,2024-04-08,1.0
300013,2024-04-09,1.0
300013,2024-04-10,1.0
300013,2024-04-11,1.0
300013,2024-04-12,1.0
300014,2024-03-11,1.0
300014,2024-03-12,1.0
300014,2024-03-13,1.0
300014,2024-03-14,1.0
300014,2024-03-15,1.0
300014,2024-03-16,1.0
300014,2024-03-17,1.0
300014,2024-03-18,1.0
300014,2024-03-19,1.0
300014,2024-03-20,1.0
300014,2024-03-21,1.0
300014,2024-03-22,1.0
300014,2024-03-23,1.0
300014,2024-03-24,1.0
300014,2024-03-25,1.0
300014,2024-03-26,1.0
300014,2024-03-27,1.0
300014,2024-03-28,1.0
300014,2024-03-29,1.0
300014,2024-03-30,1.0
300014,2024-03-31,1.0
300014,2024-04-01,1.0
300014,2024-04-02,1.0
300014,2024-04-03,1.0
300014,2024-04-04,1.0
300014,2024-04-05,1.0
300014,2024-04-06,1.0
300014,2024-04-07,1.0
300014,2024-04-08,1.0
300014,2024-04-09,1.0
300015,2024-03-19,1.0
300015,2024-03-20,1.0
300015,2024-03-21,1.0
300015,2024-03-22,1.0
300015,2024-03-23,1.0
300015,2024-03-24,1.0
300015,2024-03-25,1.0
300015,2024-03-26,1.0
300015,2024-03-27,1.0
300015,2024-03-28,1.0
300015,2024-03-29,1.0
300015,2024-03-30,1.0
300015,2024-03-31,1.0
300015,2024-04-01,1.0
300015,2024-04-02,1.0
300015,2024-04-03,1.0
300015,2024-04-04,1.0
300015,2024-04-05,1.0
300015,2024-04-06,1.0
300015,2024-04-07,1.0
300015,2024-04-08,1.0
300015,2024-04-09,1.0
300015,2024-04-10,1.0
300015,2024-04-11,1.0
300015,2024-04-12,1.0
300015,2024-04-13,1.0
300015,2024-04-14,1.0
300015,2024-04-15,1.0
300015,2024-04-16,1.0
300015,2024-04-17,1.0
300016,2024-03-20,1.0
300016,2024-03-21,1.0
300016,2024-03-22,1.0
300016,2024-03-23,1.0
300016,2024-03-24,1.0
300016,2024-03-25,1.0
300016,2024-03-26,1.0
300016,2024-03-27,1.0
300016,2024-03-28,1.0
300016,2024-03-29,1.0
300016,2024-03-30,1.0
300016,2024-03-31,1.0
300016,2024-04-01,1.0
300016,2024-04-02,1.0
300016,2024-04-03,1.0
300016,2024-04-04,1.0
300016,2024-04-05,1.0
300016,2024-04-06,1.0
300016,2024-04-07,1.0
300016,2024-04-08,1.0
300016,2024-04-09,1.0
300016,2024-04-10,1.0
300016,2024-04-11,1.0
300016,2024-04-12,1.0
300016,2024-04-13,1.0
300016,2024-04-14,1.0
300016,2024-04-15,1.0
300016,2024-04-16,1.0
300016,2024-04-17,1.0
300016,2024-04-18,1.0
300017,2024-03-19,1.0
300017,2024-03-20,1.0
300017,2024-03-21,1.0
300017,2024-03-22,1.0
300017,2024-03-23,1.0
300017,2024-03-24,1.0
300017,2024-03-25,1.0
300017,2024-03-26,1.0
300017,2024-03-27,1.0
300017,2024-03-28,1.0
300017,2024-03-29,1.0
300017,2024-03-30,1.0
300017,2024-03-31,1.0
300017,2024-04-01,1.0
300017,2024-04-02,1.0
300017,2024-04-03,1.0
300017,2024-04-04,1.0
300017,2024-04-05,1.0
300017,2024-04-06,1.0
300017,2024-04-07,1.0
300017,2024-04-08,1.0
300017,2024-04-09,1.0
300017,2024-04-10,1.0
300017,2024-04-11,1.0
300017,2024-04-12,1.0
300017,2024-04-13,1.0
300017,2024-04-14,1.0
300017,2024-04-15,1.0
300017,2024-04-16,1.0
300017,2024-04-17,1.0
300018,2024-03-07,1.0
300018,2024-03-08,1.0
300018,2024-03-09,1.0
300018,2024-03-10,1.0
300018,2024-03-11,1.0
300018,2024-03-12,1.0
300018,2024-03-13,1.0
300018,2024-03-14,1.0
300018,2024-03-15,1.0
300018,2024-03-16,1.0
300018,2024-03-17,1.0
300018,2024-03-18,1.0
300018,2024-03-19,1.0
300018,2024-03-20,1.0
300018,2024-03-21,1.0
300018,2024-03-22,1.0
300018,2024-03-23,1.0
300018,2024-03-24,1.0
300018,2024-03-25,1.0
300018,2024-03-26,1.0
300018,2024-03-27,1.0
300018,2024-03-28,1.0
300018,2024-03-29,1.0
300018,2024-03-30,1.0
300018,2024-03-31,1.0
300018,2024-04-01,1.0
300018,2024-04-02,1.0
300018,2024-04-03,1.0
300018,2024-04-04,1.0
300018,2024-04-05,1.0
300019,2024-03-20,1.0
300019,2024-03-21,1.0
300019,2024-03-22,1.0
300019,2024-03-23,1.0
300019,2024-03-24,1.0
300019,2024-03-25,1.0
300019,2024-03-26,1.0
300019,2024-03-27,1.0
300019,2024-03-28,1.0
300019,2024-03-29,1.0
300019,2024-03-30,1.0
300019,2024-03-31,1.0
300019,2024-04-01,1.0
300019,2024-04-02,1.0
300019,2024-04-03,1.0
300019,2024-04-04,1.0
300019,2024-04-05,1.0
300019,2024-04-06,1.0
300019,2024-04-07,1.0
300019,2024-04-08,1.0
300019,2024-04-09,1.0
300019,2024-04-10,1.0
300019,2024-04-11,1.0
300019,2024-04-12,1.0
300019,2024-04-13,1.0
300019,2024-04-14,1.0
300019,2024-04-15,1.0
300019,2024-04-16,1.0
300019,2024-04-17,1.0
300019,2024-04-18,1.0
300020,2024-03-10,1.0
300020,2024-03-11,1.0
300020,2024-03-12,1.0
300020,2024-03-13,1.0
300020,2024-03-14,1.0
300020,2024-03-15,1.0
300020,2024-03-16,1.0
300020,2024-03-17,1.0
300020,2024-03-18,1.0
300020,2024-03-19,1.0
300020,2024-03-20,1.0
300020,2024-03-21,1.0
300020,2024-03-22,1.0
300020,2024-03-23,1.0
300020,2024-03-24,1.0
300020,2024-03-25,1.0
300020,2024-03-26,1.0
300020,2024-03-27,1.0
300020,2024-03-28,1.0
300020,2024-03-29,1.0
300020,2024-03-30,1.0
300020,2024-03-31,1.0
300020,2024-04-01,1.0
300020,2024-04-02,1.0
300020,2024-04-03,1.0
300020,2024-04-04,1.0
300020,2024-04-05,1.0
300020,2024-04-06,1.0
300020,2024-04-07,1.0
300020,2024-04-08,1.0
300021,2024-03-17,1.0
300021,2024-03-18,1.0
300021,2024-03-19,1.0
300021,2024-03-20,1.0
300021,2024-03-21,1.0
300021,2024-03-22,1.0
300021,2024-03-23,1.0
300021,2024-03-24,1.0
300021,2024-03-25,1.0
300021,2024-03-26,1.0
300021,2024-03-27,1.0
300021,2024-03-28,1.0
300021,2024-03-29,1.0
300021,2024-03-30,1.0
300021,2024-03-31,1.0
300021,2024-04-01,1.0
300021,2024-04-02,1.0
300021,2024-04-03,1.0
300021,2024-04-04,1.0
300021,2024-04-05,1.0
300021,2024-04-06,1.0
300021,2024-04-07,1.0
300021,2024-04-08,1.0
300021,2024-04-09,1.0
300021,2024-04-10,1.0
300021,2024-04-11,1.0
300021,2024-04-12,1.0
300021,2024-04-13,1.0
300021,2024-04-14,1.0
300021,2024-04-15,1.0
300022,2024-03-16,1.0
300022,2024-03-17,1.0
300022,2024-03-18,1.0
300022,2024-03-19,1.0
300022,2024-03-20,1.0
300022,2024-03-21,1.0
300022,2024-03-22,1.0
300022,2024-03-23,1.0
300022,2024-03-24,1.0
300022,2024-03-25,1.0
300022,2024-03-26,1.0
300022,2024-03-27,1.0
300022,2024-03-28,1.0
300022,2024-03-29,1.0
300022,2024-03-30,1.0
300022,2024-03-31,1.0
300022,2024-04-01,1.0
300022,2024-04-02,1.0
300022,2024-04-03,1.0
300022,2024-04-04,1.0
300022,2024-04-05,1.0
300022,2024-04-06,1.0
300022,2024-04-07,1.0
300022,2024-04-08,1.0
300022,2024-04-09,1.0
300022,2024-04-10,1.0
300022,2024-04-11,1.0
300022,2024-04-12,1.0
300022,2024-04-13,1.0
300022,2024-04-14,1.0
300023,2024-03-10,1.0
300023,2024-03-11,1.0
300023,2024-03-12,1.0
300023,2024-03-13,1.0
300023,2024-03-14,1.0
300023,2024-03-15,1.0
300023,2024-03-16,1.0
300023,2024-03-17,1.0
300023,2024-03-18,1.0
300023,2024-03-19,1.0
300023,2024-03-20,1.0
300023,2024-03-21,1.0
300023,2024-03-22,1.0
300023,2024-03-23,1.0
300023,2024-03-24,1.0
300023,2024-03-25,1.0
300023,2024-03-26,1.0
300023,2024-03-27,1.0
300023,2024-03-28,1.0
300023,2024-03-29,1.0
300023,2024-03-30,1.0
300023,2024-03-31,1.0
300023,2024-04-01,1.0
300023,2024-04-02,1.0
300023,2024-04-03,1.0
300023,2024-04-04,1.0
300023,2024-04-05,1.0
300023,2024-04-06,1.0
300023,2024-04-07,1.0
300023,2024-04-08,1.0
300024,2024-03-14,1.0
300024,2024-03-15,1.0
300024,2024-03-16,1.0
300024,2024-03-17,1.0
300024,2024-03-18,1.0
300024,2024-03-19,1.0
300024,2024-03-20,1.0
300024,2024-03-21,1.0
300024,2024-03-22,1.0
300024,2024-03-23,1.0
300024,2024-03-24,1.0
300024,2024-03-25,1.0
300024,2024-03-26,1.0
300024,2024-03-27,1.0
300024,2024-03-28,1.0
300024,2024-03-29,1.0
300024,2024-03-30,1.0
300024,2024-03-31,1.0
300024,2024-04-01,1.0
300024,2024-04-02,1.0
300024,2024-04-03,1.0
300024,2024-04-04,1.0
300024,2024-04-05,1.0
300024,2024-04-06,1.0
300024,2024-04-07,1.0
300024,2024-04-08,1.0
300024,2024-04-09,1.0
300024,2024-04-10,1.0
300024,2024-04-11,1.0
300024,2024-04-12,1.0
300025,2024-03-13,1.0
300025,2024-03-14,1.0
300025,2024-03-15,1.0
300025,2024-03-16,1.0
300025,2024-03-17,1.0
300025,2024-03-18,1.0
300025,2024-03-19,1.0
300025,2024-03-20,1.0
300025,2024-03-21,1.0
300025,2024-03-22,1.0
300025,2024-03-23,1.0
300025,2024-03-24,1.0
300025,2024-03-25,1.0
300025,2024-03-26,1.0
300025,2024-03-27,1.0
300025,2024-03-28,1.0
300025,2024-03-29,1.0
300025,2024-03-30,1.0
300025,2024-03-31,1.0
300025,2024-04-01,1.0
300025,2024-04-02,1.0
300025,2024-04-03,1.0
300025,2024-04-04,1.0
300025,2024-04-05,1.0
300025,2024-04-06,1.0
300025,2024-04-07,1.0
300025,2024-04-08,1.0
300025,2024-04-09,1.0
300025,2024-04-10,1.0
300025,2024-04-11,1.0
300026,2024-03-13,1.0
300026,2024-03-14,1.0
300026,2024-03-15,1.0
300026,2024-03-16,1.0
300026,2024-03-17,1.0
300026,2024-03-18,1.0
300026,2024-03-19,1.0
300026,2024-03-20,1.0
300026,2024-03-21,1.0
300026,2024-03-22,1.0
300026,2024-03-23,1.0
300026,2024-03-24,1.0
300026,2024-03-25,1.0
300026,2024-03-26,1.0
300026,2024-03-27,1.0
300026,2024-03-28,1.0
300026,2024-03-29,1.0
300026,2024-03-30,1.0
300026,2024-03-31,1.0
300026,2024-04-01,1.0
300026,2024-04-02,1.0
300026,2024-04-03,1.0
300026,2024-04-04,1.0
300026,2024-04-05,1.0
300026,2024-04-06,1.0
300026,2024-04-07,1.0
300026,2024-04-08,1.0
300026,2024-04-09,1.0
300026,2024-04-10,1.0
300026,2024-04-11,1.0
300027,2024-03-20,1.0
300027,2024-03-21,1.0
300027,2024-03-22,1.0
300027,2024-03-23,1.0
300027,2024-03-24,1.0
300027,2024-03-25,1.0
300027,2024-03-26,1.0
300027,2024-03-27,1.0
300027,2024-03-28,1.0
300027,2024-03-29,1.0
300027,2024-03-30,1.0
300027,2024-03-31,1.0
300027,2024-04-01,1.0
300027,2024-04-02,1.0
300027,2024-04-03,1.0
300027,2024-04-04,1.0
300027,2024-04-05,1.0
300027,2024-04-06,1.0
300027,2024-04-07,1.0
300027,2024-04-08,1.0
300027,2024-04-09,1.0
300027,2024-04-10,1.0
300027,2024-04-11,1.0
300027,2024-04-12,1.0
300027,2024-04-13,1.0
300027,2024-04-14,1.0
300027,2024-04-15,1.0
300027,2024-04-16,1.0
300027,2024-04-17,1.0
300027,2024-04-18,1.0
300028,2024-03-03,1.0
300028,2024-03-04,1.0
300028,2024-03-05,1.0
300028,2024-03-06,1.0
300028,2024-03-07,1.0
300028,2024-03-08,1.0
300028,2024-03-09,1.0
300028,2024-03-10,1.0
300028,2024-03-11,1.0
300028,2024-03-12,1.0
300028,2024-03-13,1.0
300028,2024-03-14,1.0
300028,2024-03-15,1.0
300028,2024-03-16,1.0
300028,2024-03-17,1.0
300028,2024-03-18,1.0
300028,2024-03-19,1.0
300028,2024-03-20,1.0
300028,2024-03-21,1.0
300028,2024-03-22,1.0
300028,2024-03-23,1.0
300028,2024-03-24,1.0
300028,2024-03-25,1.0
300028,2024-03-26,1.0
300028,2024-03-27,1.0
300028,2024-03-28,1.0
300028,2024-03-29,1.0
300028,2024-03-30,1.0
300028,2024-03-31,1.0
300028,2024-04-01,1.0
300029,2024-03-04,0.0
300029,2024-03-05,1.0
300029,2024-03-06,1.0
300029,2024-03-07,1.0
300029,2024-03-08,1.0
300029,2024-03-09,1.0
300029,2024-03-10,1.0
300029,2024-03-11,1.0
300029,2024-03-12,1.0
300029,2024-03-13,1.0
300029,2024-03-14,1.0
300029,2024-03-15,1.0
300029,2024-03-16,1.0
300029,2024-03-17,1.0
300029,2024-03-18,1.0
300029,2024-03-19,1.0
300029,2024-03-20,1.0
300029,2024-03-21,1.0
300029,2024-03-22,1.0
300029,2024-03-23,1.0
300029,2024-03-24,1.0
300029,2024-03-25,1.0
300029,2024-03-26,1.0
300029,2024-03-27,1.0
300029,2024-03-28,1.0
300029,2024-03-29,1.0
300029,2024-03-30,1.0
300029,2024-03-31,1.0
300029,2024-04-01,1.0
300029,2024-04-02,1.0
300030,2024-03-07,1.0
300030,2024-03-08,1.0
300030,2024-03-09,1.0
300030,2024-03-10,1.0
300030,2024-03-11,1.0
300030,2024-03-12,1.0
300030,2024-03-13,1.0
300030,2024-03-14,1.0
300030,2024-03-15,1.0
300030,2024-03-16,1.0
300030,2024-03-17,1.0
300030,2024-03-18,1.0
300030,2024-03-19,1.0
300030,2024-03-20,1.0
300030,2024-03-21,1.0
300030,2024-03-22,1.0
300030,2024-03-23,1.0
300030,2024-03-24,1.0
300030,2024-03-25,1.0
300030,2024-03-26,1.0
300030,2024-03-27,1.0
300030,2024-03-28,1.0
300030,2024-03-29,1.0
300030,2024-03-30,1.0
300030,2024-03-31,1.0
300030,2024-04-01,1.0
300030,2024-04-02,1.0
300030,2024-04-03,1.0
300030,2024-04-04,1.0
300030,2024-04-05,1.0
300031,2024-03-12,1.0
300031,2024-03-13,1.0
300031,2024-03-14,1.0
300031,2024-03-15,1.0
300031,2024-03-16,1.0
300031,2024-03-17,1.0
300031,2024-03-18,1.0
300031,2024-03-19,1.0
300031,2024-03-20,1.0
300031,2024-03-21,1.0
300031,2024-03-22,1.0
300031,2024-03-23,1.0
300031,2024-03-24,1.0
300031,2024-03-25,1.0
300031,2024-03-26,1.0
300031,2024-03-27,1.0
300031,2024-03-28,1.0
300031,2024-03-29,1.0
300031,2024-03-30,1.0
300031,2024-03-31,1.0
300031,2024-04-01,1.0
